,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
44,0.15750513076782227,0.004751652497860004,0.004102039337158203,0.0033530221694311638,True,10,2,10,100,42,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100, 'random_state': 42}",0.9459459459459459,0.9054054054054054,0.9324324324324325,0.8356164383561644,0.9054054054054054,0.9049611255090706,0.038061814501958446,101
45,0.017171096801757813,0.0004352711406523424,0.0025997161865234375,0.00048569676535684076,True,10,4,2,10,42,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 10, 'random_state': 42}",0.9594594594594594,0.8783783783783784,0.9459459459459459,0.821917808219178,0.918918918918919,0.9049241021843762,0.04989483348879774,107
46,0.07581963539123535,0.006066219913003184,0.006105470657348633,0.003731250499079393,True,10,4,2,50,42,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50, 'random_state': 42}",0.9324324324324325,0.8918918918918919,0.9324324324324325,0.8356164383561644,0.9054054054054054,0.8995557201036654,0.03561724654846944,146
47,0.15275187492370607,0.00425402549749911,0.007503795623779297,0.001445144038658965,True,10,4,2,100,42,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",0.9459459459459459,0.9054054054054054,0.9324324324324325,0.821917808219178,0.9054054054054054,0.9022213994816735,0.04311260844012299,134
48,0.016603994369506835,0.0003169432031884784,0.002422189712524414,0.00047031429603111596,True,10,4,5,10,42,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 10, 'random_state': 42}",0.9594594594594594,0.8783783783783784,0.9459459459459459,0.821917808219178,0.918918918918919,0.9049241021843762,0.04989483348879774,107
49,0.07571120262145996,0.004482987055731898,0.0028247833251953125,0.003968761383214092,True,10,4,5,50,42,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50, 'random_state': 42}",0.9324324324324325,0.8918918918918919,0.9324324324324325,0.8356164383561644,0.9054054054054054,0.8995557201036654,0.03561724654846944,146
50,0.1530285358428955,0.005420971293818742,0.007034921646118164,0.004856131336627323,True,10,4,5,100,42,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",0.9459459459459459,0.9054054054054054,0.9324324324324325,0.821917808219178,0.9054054054054054,0.9022213994816735,0.04311260844012299,134
51,0.014580249786376953,0.0023724407197955274,0.0041981697082519535,0.0029960815076328917,True,10,4,10,10,42,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 10, 'random_state': 42}",0.9324324324324325,0.8783783783783784,0.9324324324324325,0.821917808219178,0.918918918918919,0.8968159940762682,0.04236811198593361,157
52,0.0764923095703125,0.004723349001783476,0.001993894577026367,0.003987789154052734,True,10,4,10,50,42,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50, 'random_state': 42}",0.918918918918919,0.8918918918918919,0.9324324324324325,0.821917808219178,0.8918918918918919,0.8914105886708628,0.03812927940342424,162
53,0.15044593811035156,0.002205900587674616,0.00669097900390625,0.0018426548368991338,True,10,4,10,100,42,"{'bootstrap': True, 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100, 'random_state': 42}",0.9459459459459459,0.9054054054054054,0.9324324324324325,0.821917808219178,0.9054054054054054,0.9022213994816735,0.04311260844012299,134
